z_firn,est_yr,cond,h2o2,nh4,hno3,BCconc3.0,acid,Na,Mg,S,Ca,Mn,Al,Rb,Sr,Ce,Pb,U
189.05,1230.787,230.138,2.017897,0.211188,1.378667,2.342477,4.13188,6.086007,3.440823,59.009366,7.15606,0.117583,6.041,0.012904,0.06382,0.006638,-0.999,0.000567
189.07001,1230.686,211.779002,2.012551,0.226137,1.37759,1.724754,3.962613,3.229993,2.681147,56.486033,7.146917,0.097226,3.287577,0.00575,0.053214,0.004877,-0.999,0.000528
189.09,1230.585,213.668888,1.589305,0.223841,1.382608,2.18346,3.731019,2.64176,2.757643,52.936567,8.60902,0.100256,2.582453,0.004592,0.061966,0.004,-0.999,0.000528
189.11,1230.484,216.414999,1.189058,0.131874,1.332778,1.936181,3.486874,3.791647,3.054107,48.47855,10.3485,0.101692,2.595401,0.008404,0.072968,0.004376,-0.999,0.000491
189.13,1230.383,189.094999,1.432399,0.103952,1.238793,1.057511,3.152483,3.67418,2.84117,38.518134,9.14023,0.099357,2.716083,0.008217,0.071743,0.005147,-0.999,0.000523
189.14999,1230.283,146.851001,2.164837,0.096022,1.135922,1.163872,2.714055,3.40786,2.256907,29.8848,6.335033,0.084103,2.861477,0.006171,0.057082,0.005136,-0.999,0.00061
189.17,1230.182,118.915,2.827869,0.113251,1.09081,1.264793,2.248284,2.9205,1.381847,21.750233,3.729627,0.057771,2.743557,0.006192,0.038391,0.005104,-0.999,0.000464
189.19,1230.081,116.927778,3.223329,0.150688,1.189065,0.992729,2.018147,2.512097,0.908516,17.063366,2.497907,0.038357,1.660857,0.009989,0.027624,0.005016,-0.999,0.000362
189.21001,1229.986,124.789,3.520895,0.182135,1.418707,1.423653,1.972624,1.95521,0.672228,14.697,2.066513,0.030912,0.745914,0.007992,0.017193,0.003862,-0.999,0.000754
189.23,1229.913,129.095001,3.747552,0.169898,1.62329,2.303658,2.052132,1.363443,0.619365,13.943466,1.753003,0.036375,0.868817,0.007448,0.016209,0.003161,-0.999,0.001841
189.25,1229.841,131.345502,3.793481,0.164841,1.725882,2.677091,2.134985,1.131982,0.835033,14.623975,2.390412,0.043659,1.143388,0.01014,0.016192,0.003067,-0.999,0.000565
189.27,1229.769,129.947,3.62526,0.181813,1.727077,1.993704,2.186271,1.686737,1.196457,16.804234,4.091507,0.056834,1.138807,0.002171,0.025366,0.00356,-0.999,0.000192
189.28999,1229.697,133.700001,3.172428,0.147332,1.648843,2.384783,2.229224,3.04793,1.965617,21.459567,6.56778,0.086645,1.496765,0.003226,0.043829,0.004123,-0.999,0.000284
189.31,1229.624,146.335,2.54766,0.125798,1.483553,2.421295,2.281098,4.946263,2.93585,28.937301,9.86084,0.125311,2.20243,0.008071,0.060241,0.004801,-0.999,0.000322
189.33,1229.552,162.051998,2.198229,0.088132,1.280552,1.758469,2.338194,6.90419,3.616207,34.5486,12.375067,0.167787,3.019748,0.027041,0.082617,0.005807,-0.999,0.000543
189.35001,1229.480,159.167001,2.446264,0.080949,1.123717,1.616881,2.330206,7.611377,3.828097,34.421968,13.451237,0.173056,3.9315,0.014496,0.099169,0.007172,-0.999,0.000604
189.37,1229.408,129.31889,3.055034,0.082552,1.133101,1.218801,2.216176,6.880933,3.76076,27.866333,13.805267,0.145079,4.499653,0.013985,0.097702,0.017163,-0.999,0.000587
189.39,1229.335,115.51,3.198281,0.091303,1.320428,0.993125,2.039952,6.639015,3.34115,20.8412,13.08075,0.12005,5.67935,0.012999,0.087935,0.016292,-0.999,0.000571
189.41,1229.263,122.712,2.782185,0.083293,1.46133,0.729863,1.970692,7.999207,3.48519,19.796967,14.686933,0.115747,5.332042,0.013249,0.087603,0.014415,-0.999,0.000528
189.42999,1229.191,134.211,2.437597,0.062617,1.444774,0.960283,2.020424,9.603747,3.44919,20.687617,15.461,0.118037,4.750997,0.013067,0.093252,0.014302,-0.999,0.000579
189.45,1229.118,136.83,2.240858,0.071111,1.336117,0.764695,2.107077,9.92241,3.709973,20.408567,13.401467,0.107946,5.893177,0.017168,0.092398,0.007058,-0.999,0.000627
189.47,1229.046,137.182999,2.106181,0.07645,1.193316,1.148443,2.138559,10.194567,3.909203,19.599967,11.2095,0.095662,4.81096,0.021105,0.085001,0.006183,-0.999,0.000603
189.49001,1228.964,139.212224,2.048877,0.081322,1.078031,1.610462,2.128519,9.849433,3.164107,16.896467,8.270357,0.090854,4.556248,0.022277,0.065894,0.00569,-0.999,0.001422
189.50999,1228.865,130.898999,2.102325,0.076894,1.059485,2.03959,2.05564,9.564825,2.345325,14.3099,6.399153,0.076375,4.227463,0.010462,0.055797,0.00422,-0.999,0.004241
189.53,1228.766,117.628,2.24291,0.075312,1.044513,1.612806,1.912603,8.223273,1.832653,12.874867,4.827367,0.060678,2.504107,0.00444,0.046252,0.004326,-0.999,0.001645
189.55,1228.666,111.07,2.408816,0.096505,0.963057,1.303714,1.786661,6.258417,1.524657,12.303667,3.81611,0.049343,2.511817,0.005216,0.031488,0.003445,-0.999,0.000338
189.57001,1228.567,106.514,2.55234,0.100774,0.952675,1.109794,1.730439,4.345327,1.373387,12.513067,3.52096,0.047768,2.364323,0.005381,0.025782,0.003151,-0.999,0.000226
189.59,1228.468,104.72,2.626496,0.135764,1.087866,1.239771,1.741868,3.5526,1.370683,12.630467,3.406537,0.04916,1.806367,0.004059,0.026343,0.002907,-0.999,0.00018
189.61,1228.368,111.009,2.625843,0.210496,1.293935,2.134359,1.818923,4.567263,1.53191,13.3229,4.07409,0.052687,1.1994,0.002703,0.029776,0.002564,-0.999,0.00016
189.63,1228.269,123.948001,2.522874,0.259542,1.453707,2.62597,1.955351,7.22624,2.036553,14.570767,5.17805,0.058813,1.002894,0.002514,0.035684,0.002594,-0.999,0.000229
189.64999,1228.170,141.479002,2.420454,0.18029,1.47698,2.920619,2.093074,12.395015,2.654623,16.514725,5.900808,0.068318,1.010971,0.002963,0.044308,0.002825,-0.999,0.000225
189.67,1228.070,145.07,2.476698,0.072014,1.322827,1.007328,2.140105,16.990466,3.175067,16.554967,5.946473,0.070531,1.358904,0.004904,0.049724,0.004867,-0.999,0.000212
189.69,1227.980,135.022222,2.708825,0.06217,1.160836,0.690787,2.082564,17.232634,2.975667,14.669633,4.90624,0.070575,1.274255,0.004772,0.039288,0.003608,-0.999,0.00026
189.71001,1227.912,125.570001,2.853426,0.063891,1.108603,0.91583,1.938057,13.655267,2.53404,13.236167,3.680533,0.054571,1.361367,0.003435,0.032215,0.002826,-0.999,0.000274
189.73,1227.844,115.101,2.896459,0.085386,1.10429,0.724923,1.804128,8.98901,1.933833,12.140133,2.80138,0.037143,1.34832,0.004127,0.025744,0.002901,-0.999,0.000205
189.75,1227.775,113.891,2.939507,0.076496,1.059359,0.861579,1.705531,6.014507,1.436657,11.5572,2.345823,0.037926,1.16559,0.009712,0.018745,0.002426,-0.999,0.000192
189.77,1227.707,111.011111,3.13961,0.096744,0.899754,1.010122,1.619498,4.336503,1.123247,10.860033,1.936517,0.034915,0.791704,0.010452,0.014974,0.002085,-0.999,0.00017
189.78999,1227.639,96.7758,3.475514,0.111806,0.748318,0.730651,1.546245,2.931253,0.889029,9.005123,1.34846,0.024963,0.812154,0.001689,0.012508,0.001993,-0.999,0.000138
189.81,1227.571,86.006899,3.681148,0.137185,0.748593,0.476864,1.484883,1.638397,0.6117,7.5443,1.002709,0.017069,0.72892,0.000807,0.01261,0.001587,-0.999,0.000102
189.83,1227.502,88.489445,3.718919,0.227184,0.912694,0.75685,1.500582,0.84211,0.464897,6.976665,0.880445,0.014338,0.706081,0.000801,0.012467,0.001518,-0.999,0.000091
189.85001,1227.434,101.2607,3.672306,0.40666,1.212713,1.486624,1.652007,0.957092,0.632437,9.289403,1.59775,0.023076,0.635488,0.001293,0.010032,0.001716,-0.999,0.000113
189.87,1227.366,121.966,3.572602,0.643103,1.590971,3.325781,1.914339,1.739013,1.064516,12.759433,2.9493,0.043233,0.558345,0.002222,0.016502,0.002136,-0.999,0.000164
189.89,1227.298,143.533333,3.386524,0.751128,1.888012,6.086367,2.168654,3.10791,1.591927,16.247033,4.650307,0.070822,0.849553,0.003125,0.028491,0.002823,-0.999,0.000247
189.91,1227.230,153.761998,3.156612,0.400406,1.8573,6.346828,2.340037,5.089017,2.132427,18.4767,6.76629,0.098848,1.115868,0.005695,0.045473,0.003591,-0.999,0.000336
189.92999,1227.161,147.216999,3.015801,0.158472,1.601214,2.724264,2.381888,7.511307,2.697347,19.4589,7.97716,0.103356,1.530867,0.008708,0.055456,0.004133,-0.999,0.000413
189.95,1227.093,135.660001,3.042334,0.162262,1.427005,2.479208,2.297572,9.3614,3.01245,17.889633,7.677297,0.100386,2.544005,0.008739,0.056999,0.004296,-0.999,0.000432
189.97,1227.025,129.193998,3.107117,0.218885,1.393436,4.627125,2.198949,9.819894,2.660507,14.933033,6.049827,0.084113,2.465433,0.007952,0.046375,0.015144,-0.999,0.000407
189.99001,1226.937,130.019,3.181811,0.310148,1.4359,7.646926,2.118468,9.373124,2.23804,13.3867,4.019187,0.067951,2.24571,0.009769,0.029624,0.047623,-0.999,0.000316
190.00999,1226.837,130.744444,3.330335,0.259657,1.497203,4.552963,2.091787,7.769093,1.812873,12.425925,2.555055,0.048392,2.051596,0.012787,0.020652,0.017575,-0.999,0.00031
190.03,1226.737,128.550001,3.466269,0.279667,1.543806,2.628644,2.088908,5.06652,1.168603,11.615133,2.070183,0.035218,1.980877,0.005628,0.016468,0.002255,-0.999,0.000224
190.05,1226.637,124.309,3.529921,0.346583,1.625999,1.559075,2.060742,3.139647,1.045123,11.364833,2.159493,0.0344,2.007507,0.002185,0.015513,0.001889,-0.999,0.000195
190.07001,1226.537,128.687777,3.484365,0.455592,1.741274,2.408782,2.047257,2.277663,1.085413,11.211054,2.489117,0.039551,0.77271,0.00653,0.017948,0.00176,-0.999,0.000164
190.09,1226.437,133.610999,3.39289,0.461885,1.788693,3.207906,2.065375,3.00772,1.39692,11.787767,3.439563,0.050224,0.542723,0.009625,0.023427,0.001921,-0.999,0.000154
190.11,1226.337,131.774996,3.338244,0.373282,1.735202,3.039938,2.069946,4.93637,1.851793,12.760467,5.098487,0.067738,1.103189,0.003144,0.032585,0.002435,-0.999,0.000191
190.13,1226.237,129.054444,3.363569,0.288158,1.575956,3.276949,2.012681,7.318883,2.165583,12.694733,6.277727,0.077696,1.557393,0.003872,0.042487,0.002742,-0.999,0.000233
190.14999,1226.138,123.408,3.494551,0.234457,1.362748,3.255264,1.941941,8.961666,2.282011,12.1434,6.28901,0.070989,1.590193,0.004685,0.055041,0.002857,-0.999,0.00031
190.17,1226.038,121.007778,3.628401,0.23796,1.228879,5.010884,1.853571,9.05079,2.272553,11.5968,5.702333,0.064785,1.898483,0.004709,0.058381,0.0032,-0.999,0.000365
190.19,1225.959,116.544,3.722747,0.270837,1.226632,8.404352,1.770571,7.65652,2.055537,11.0829,4.784063,0.062793,2.184537,0.008359,0.040282,0.002991,-0.999,0.000278
190.21001,1225.893,110.884,3.821987,0.220475,1.229257,6.649268,1.726699,6.055092,1.647095,9.241565,3.956722,0.050207,1.563317,0.013976,0.03303,0.002795,-0.999,0.000229
190.23,1225.826,111.304444,3.967029,0.22915,1.156842,1.620731,1.684199,6.386175,1.423775,9.415162,3.87414,0.04414,1.389217,0.007111,0.029018,0.002649,-0.999,0.000224
190.25,1225.760,112.356,4.115439,0.255216,1.067179,1.7644,1.64236,5.153667,1.276992,9.904573,3.86676,0.041479,1.159326,0.004332,0.025455,0.002445,-0.999,0.000203
190.27,1225.694,105.434,4.264102,0.256331,0.968428,1.98282,1.600406,2.576873,0.980549,10.127543,3.125377,0.034485,0.712407,0.004925,0.020112,0.002089,-0.999,0.000178
190.28999,1225.628,100.050112,4.385583,0.315376,0.890011,2.440396,1.574909,1.110258,0.690047,11.031267,1.93307,0.024565,0.801345,0.002336,0.014002,0.002117,-0.999,0.000162
190.31,1225.561,101.645,4.454446,0.439816,0.894366,3.417961,1.532096,0.578198,0.606477,11.828033,1.15264,0.017856,0.584038,0.00133,0.009157,0.001767,-0.999,0.000138
190.33,1225.495,108.276,4.464769,0.510297,0.981843,5.93082,1.58067,0.492345,0.6796,11.645121,1.005295,0.016565,0.662971,0.002307,0.008877,0.001784,-0.999,0.000144
190.35001,1225.429,107.054444,4.5305,0.337299,1.051697,2.148951,1.614559,0.595413,0.537302,11.301367,1.116497,0.016434,0.728943,0.00298,0.012554,0.002289,-0.999,0.000157
190.37,1225.363,95.751901,4.6286,0.231108,1.093392,1.06765,1.618158,0.856812,0.580577,9.973667,1.43829,0.017472,0.546069,0.00125,0.018976,0.00259,-0.999,0.000214
190.39,1225.296,98.107,4.580001,0.285423,1.21232,1.41953,1.652539,1.28732,0.799839,9.56854,2.067175,0.075527,0.637099,0.001061,0.023458,0.002571,-0.999,0.000222
190.41,1225.230,110.114444,4.287023,0.374067,1.389204,2.439596,1.750274,-0.999,-0.999,-0.999,-0.999,-0.999,1.33043,0.001601,0.035644,0.003148,-0.999,0.000208
190.42999,1225.164,121.723,3.898563,0.477816,1.548174,3.038547,1.913256,3.931093,2.004177,16.475633,6.761623,0.076573,1.976963,0.005419,0.05077,0.004311,-0.999,0.000289
190.45,1225.098,131.991113,3.531808,0.51155,1.64746,3.027282,2.105584,5.71745,2.645963,19.649333,8.939637,0.106479,2.511543,0.007126,0.068882,0.006175,-0.999,0.00039
190.47,1225.032,142.614001,3.413202,0.49126,1.636804,2.715248,2.213631,7.127537,2.916097,20.466333,9.73678,0.122536,2.696941,0.005471,0.077338,0.005268,-0.999,0.00042
190.49001,1224.945,143.372001,3.656404,0.525487,1.506227,2.26457,2.245907,7.035217,2.706537,18.366066,8.32626,0.105926,2.766007,0.013519,0.068149,0.00498,-0.999,0.000421
190.50999,1224.839,127.306999,3.994886,0.812766,1.358279,1.631622,2.189357,5.957907,2.202057,16.784433,5.958523,0.088937,2.31644,0.013708,0.051016,0.005539,-0.999,0.000374
190.53,1224.733,119.435556,4.111712,1.104216,1.371978,1.776746,2.094099,3.997513,1.566467,15.836,3.896833,0.078288,2.233983,0.009249,0.033145,0.004838,-0.999,0.000295
190.55,1224.627,124.334,4.090174,0.980781,1.484888,2.547776,2.014495,2.604737,1.285807,16.041933,3.495773,0.057282,1.789347,0.005858,0.024784,0.00322,-0.999,0.000179
190.57001,1224.522,121.221,3.88953,0.41042,1.415159,1.933915,2.02312,2.2435,1.249363,16.662933,4.221163,0.05368,0.973211,0.005502,0.029315,0.003263,-0.999,0.000234
190.59,1224.416,119.984444,3.529877,0.294118,1.333126,1.673726,2.04469,2.906787,1.546367,18.227867,5.554273,0.06453,1.343903,0.003984,0.038942,0.003829,-0.999,0.00027
190.61,1224.310,132.986003,3.132121,0.299896,1.364593,1.756277,2.073218,3.896007,1.86111,19.423133,6.334643,0.068476,1.683,0.003897,0.043577,0.004527,-0.999,0.000306
190.63,1224.205,139.938888,2.938743,0.243833,1.308963,1.804457,2.094397,4.56401,1.960185,19.914763,6.339616,0.075114,2.73754,0.006203,0.044528,0.005166,-0.999,0.000407
190.64999,1224.099,129.219001,3.079575,0.224676,1.169811,1.276757,2.0723,4.639383,1.849153,19.289633,5.05271,0.072204,3.019052,0.010291,0.037168,0.005651,-0.999,0.000484
190.67,1223.992,115.678,3.238624,0.303481,1.09546,0.865818,1.972731,4.553925,1.659175,19.31705,3.90197,0.066515,2.46321,0.006049,0.026359,0.00687,-0.999,0.000542
190.69,1223.863,116.878889,3.155303,0.458108,1.141711,0.897887,1.917858,4.37236,1.406055,19.04555,3.089935,0.063,2.16259,0.002719,0.021435,0.006878,-0.999,0.000563
190.71001,1223.735,130.114998,3.045833,0.728808,1.28152,1.648344,1.930236,3.79926,1.278287,19.386659,2.920803,0.062405,1.339923,0.001977,0.020498,0.006329,-0.999,0.000574
190.73,1223.606,133.294001,3.214689,0.828471,1.418114,2.386486,1.974924,3.09177,1.352523,19.8252,3.314883,0.062132,1.20634,0.002104,0.02426,0.005392,-0.999,0.000489
190.75,1223.477,125.65889,3.498205,0.643267,1.437174,2.590789,1.965389,3.184143,1.642583,18.626633,4.06951,0.061615,1.138943,0.004355,0.033424,0.004073,-0.999,0.000348
190.77,1223.348,115.517,3.607281,0.336401,1.295707,1.801548,1.877804,5.09759,1.847893,17.739334,5.32871,0.06271,1.081647,0.003527,0.046334,0.004061,-0.999,0.000267
190.78999,1223.220,109.102,3.517232,0.198186,1.076485,1.299381,1.756305,8.935473,2.24304,17.213833,7.062443,0.070051,1.135457,0.005768,0.061311,0.003839,-0.999,0.000293
190.81,1223.091,118.372222,3.412484,0.18083,0.885089,1.387206,1.675432,12.901133,2.618037,16.482433,7.797683,0.075518,1.597217,0.007611,0.068452,0.003268,-0.999,0.000311
190.83,1222.963,118.93,3.488313,0.182822,0.778368,1.116326,1.647244,12.26745,2.27662,14.0095,6.659722,0.067924,1.780457,0.004518,0.057111,0.002707,-0.999,0.000315
190.85001,1222.838,106.246,3.787482,0.236652,0.777525,1.05645,1.598264,7.903913,1.718363,10.944467,4.206513,0.054843,1.931149,0.005518,0.041909,0.002335,-0.999,0.00054
190.87,1222.713,98.71189,4.198622,0.285507,0.872575,1.165249,1.541847,4.205103,1.237397,10.086301,2.694697,0.039523,1.928593,0.004602,0.025734,0.002105,-0.999,0.000649
190.89,1222.588,98.166599,4.498537,0.265787,0.988179,1.45555,1.540513,2.65013,1.092357,10.39805,2.7347,0.035158,1.108777,0.003312,0.021295,0.002079,-0.999,0.000182
190.91,1222.463,102.3125,4.563134,0.226901,1.058909,1.610641,1.58502,3.16224,1.269657,11.840767,3.704073,0.043336,0.748305,0.002943,0.026232,0.002385,-0.999,0.000227
190.92999,1222.338,108.326667,4.470652,0.144706,1.08952,1.464814,1.67285,5.141757,1.786627,13.409367,5.467413,0.062678,0.858349,0.003532,0.038978,0.002889,-0.999,0.000202
190.95,1222.212,111.765,4.330754,0.115941,1.128054,1.38976,1.775449,8.108207,2.64765,15.6507,8.04136,0.091599,2.251737,0.005024,0.054241,0.003725,-0.999,0.000238
190.97,1222.087,120.667,4.16639,0.139118,1.18246,1.752621,1.88349,11.245733,3.119867,16.988234,9.84493,0.103813,3.122726,0.006108,0.064183,0.00486,-0.999,0.00037
190.99001,1221.979,130.611109,4.028717,0.154389,1.247687,1.849793,1.973487,12.130133,2.865757,15.950166,9.003603,0.105742,2.308653,0.006509,0.062006,0.004981,-0.999,0.000361
191.00999,1221.909,129.448999,3.961231,0.176919,1.311134,1.566545,2.028106,9.808493,2.518067,13.399867,6.558103,0.096193,2.110787,0.006019,0.046567,0.005107,-0.999,0.000343
191.03,1221.839,122.996,3.898088,0.300231,1.387155,2.13094,1.995001,6.43857,1.957917,11.880575,3.93762,0.070398,1.802827,0.002981,0.030385,0.003389,-0.999,0.000299
191.05,1221.768,121.096667,3.869996,0.416279,1.412116,1.641833,1.943667,5.198797,1.465253,11.3796,2.830693,0.052441,1.184723,0.002046,0.021604,0.002111,-0.999,0.000222
191.07001,1221.698,119.443,3.927486,0.418539,1.317294,1.416463,1.908257,5.111667,1.18814,11.396041,2.482223,0.038582,1.60967,0.003441,0.027329,0.001656,-0.999,0.000158
191.09,1221.628,113.793,4.009551,0.22709,1.097307,1.064144,1.857003,4.680283,1.006928,11.4066,1.828697,0.026319,1.918337,0.005772,0.030035,0.001416,-0.999,0.000101
191.11,1221.558,103.266667,4.023608,0.148264,0.899953,1.266867,1.796595,4.477377,0.924559,13.631333,1.498447,0.0219,1.88754,0.002401,0.014959,0.001317,-0.999,0.00009
191.13,1221.488,109.242,3.960156,0.174613,0.905542,2.367092,1.785536,3.84795,0.938837,16.534933,1.817353,0.025595,1.59499,0.001815,0.015808,0.008797,-0.999,0.0001
191.14999,1221.418,119.887,3.827928,0.277442,0.991749,3.167557,1.850515,3.017917,1.084069,19.895133,2.790023,0.031076,1.370543,0.002484,0.019062,0.006473,-0.999,0.000371
191.17,1221.348,128.83222,3.615904,0.230004,1.007438,2.120676,1.950862,2.92324,1.381237,23.2871,3.984937,0.047997,1.513362,0.003121,0.025538,0.001865,-0.999,0.000339
191.19,1221.278,133.335,3.392523,0.174766,0.932639,1.30402,2.001183,3.234667,1.463027,23.053167,4.892987,0.056231,2.452897,0.003045,0.029972,0.002159,-0.999,0.000199
191.21001,1221.208,132.449998,3.292325,0.168245,0.841878,1.601639,1.955321,3.706607,1.403003,18.7883,4.724573,0.053578,1.610407,0.001823,0.028788,0.002039,-0.999,0.000186
191.23,1221.138,116.516667,3.440563,0.15892,0.78342,1.332309,1.785982,4.133357,1.13893,13.564767,3.29499,0.036496,0.939396,0.000896,0.022446,0.001531,-0.999,0.000147
191.25,1221.068,95.738001,3.68285,0.187645,0.726869,1.146886,1.608966,5.015873,1.046513,11.676367,2.4196,0.024921,0.778974,0.000474,0.017357,0.002278,-0.999,0.000125
191.27,1220.997,94.8059,3.729711,0.250387,0.649482,1.253064,1.438861,-0.999,-0.999,-0.999,-0.999,-0.999,0.796413,0.000489,0.017752,0.002617,-0.999,0.000188
191.28999,1220.913,102.996334,3.659244,0.373856,0.580781,0.898033,1.399604,6.186725,1.316135,13.05685,2.472085,0.029609,0.709932,0.000789,0.045181,0.001812,-0.999,0.000189
191.31,1220.828,104.577,3.628296,0.639316,0.558881,0.447512,1.450403,5.50201,1.143633,14.061633,2.296767,0.029469,0.687408,0.002635,0.036306,0.002086,-0.999,0.000152
191.33,1220.742,95.0134,3.642466,1.245797,0.61461,0.522043,1.519589,2.91634,0.84767,14.8062,1.953043,0.026989,0.853089,0.003605,0.015778,0.001856,-0.999,0.00014
191.35001,1220.658,91.323777,3.646998,2.385583,0.873274,0.824286,1.583262,1.59056,0.681365,16.075433,1.686367,0.025129,0.578871,0.002077,0.012321,0.001771,-0.999,0.000127
191.37,1220.573,111.703899,3.533086,3.580866,1.46466,1.360773,1.705557,1.28594,0.906374,21.107333,1.7584,0.030533,0.487339,0.000769,0.01321,0.001712,-0.999,0.000113
191.39,1220.487,171.296998,3.234004,2.314271,1.942139,1.996832,2.048885,1.511953,1.29494,27.698567,2.150157,0.044698,0.676632,0.002808,0.018146,0.001751,-0.999,0.000156
191.41,1220.402,178.707774,2.6771,0.406339,1.644308,1.773955,2.549247,2.738897,1.33696,35.614165,2.75985,0.052629,1.022318,0.004652,0.023765,0.00208,-0.999,0.000205
191.42999,1220.317,201.042997,2.094248,0.305121,1.254419,2.562654,2.990382,6.328737,2.164105,43.231674,4.091943,0.063374,1.17158,0.003837,0.030663,0.003956,-0.999,0.000258
191.45,1220.232,213.722997,1.946109,0.261007,1.125363,1.748852,3.110244,10.55685,2.79511,39.255666,4.718887,0.062956,1.499973,0.004543,0.034971,0.003479,-0.999,0.000189
191.47,1220.147,167.185559,2.483359,0.146585,1.055246,1.137599,2.890655,12.970567,2.657967,26.3059,3.722827,0.04376,1.53223,0.002632,0.035138,0.002139,-0.999,0.000662
191.49001,1220.062,123.759,3.118149,0.146426,0.999918,0.780216,2.336652,15.216033,2.518243,16.683567,2.727857,0.02955,1.598937,0.002016,0.028842,0.002037,-0.999,0.000508
191.50999,1219.977,112.291,3.372592,0.177951,0.949563,0.720802,1.877416,14.333567,2.178363,14.001429,2.04389,0.027125,1.71039,0.00175,0.02421,0.0019,-0.999,0.000144
191.53,1219.890,113.816667,3.403048,0.209592,0.987202,0.931142,1.695522,10.002113,1.77644,13.8471,2.120727,0.03196,1.691838,0.001229,0.021338,0.001706,-0.999,0.000158
191.55,1219.804,120.018,3.402071,0.279699,1.103532,0.940748,1.718345,5.803503,1.348487,14.598,2.233353,0.036859,1.583225,0.000873,0.018769,0.001916,-0.999,0.000174
191.57001,1219.717,123.607,3.467415,0.401298,1.228822,1.127608,1.819781,3.01529,1.120393,14.6972,2.158517,0.036078,0.589677,0.000949,0.016295,0.002096,-0.999,0.000188
191.59,1219.631,121.187778,3.625957,0.649461,1.410122,1.63159,1.88798,1.738303,1.005232,13.699533,1.99316,0.024717,0.64388,0.001007,0.0183,0.002293,-0.999,0.000208
191.61,1219.544,118.441,3.729164,0.888552,1.642057,2.355064,1.91795,1.392327,0.771822,11.396775,2.004335,0.026059,0.92988,0.001102,0.019984,0.002133,-0.999,0.00017
191.63,1219.457,119.36,3.675686,0.625834,1.752468,2.394683,1.905567,2.06943,1.20164,11.336567,3.821887,0.040082,0.850216,0.002313,0.02498,0.001718,-0.999,0.000172
191.64999,1219.371,116.131111,3.450045,0.355433,1.588994,2.774765,1.888096,3.659277,1.838877,13.035233,6.10546,0.059205,1.58489,0.004463,0.041686,0.002402,-0.999,0.000182
191.67,1219.284,122.525,3.154811,0.276745,1.387637,2.856799,1.835713,5.459933,2.33819,14.3837,7.891267,0.077132,2.120857,0.005153,0.055783,0.003065,-0.999,0.000211
191.69,1219.197,123.056,3.086417,0.178482,1.197289,1.749194,1.751164,7.475423,2.773293,14.988367,8.373877,0.078571,2.333293,0.008443,0.062121,0.00307,-0.999,0.000258
191.71001,1219.111,110.897778,3.276663,0.133334,0.939023,0.842414,1.63468,10.24555,3.1259,14.547633,7.519997,0.078638,2.289137,0.017289,0.064624,0.003104,-0.999,0.000307
191.73,1219.024,99.6889,3.479436,0.130113,0.713872,0.724533,1.478782,11.609967,2.869583,12.307533,5.640207,0.063698,1.589583,0.011303,0.051109,0.002811,-0.999,0.00026
191.75,1218.942,97.504498,3.601909,0.146752,0.60486,0.651703,1.346875,10.572413,2.336203,10.5061,3.903747,0.04323,1.437937,0.00535,0.037557,0.002319,-0.999,0.000168
191.77,1218.862,96.079889,3.610707,0.166529,0.61933,0.886122,1.281177,7.91557,1.92742,10.742833,2.804457,0.031698,1.178184,0.00212,0.027554,0.001871,-0.999,0.000174
191.78999,1218.783,93.161499,3.601076,0.200406,0.7058,1.187147,1.284702,4.495873,1.33057,10.673167,2.06751,0.025633,0.966533,0.003703,0.021034,0.001691,-0.999,0.000177
191.81,1218.703,95.995778,3.585509,0.255819,0.846139,1.416254,1.335568,2.1363,0.814347,10.77065,1.61219,0.024038,0.744027,0.00373,0.015775,0.001695,-0.999,0.000099
191.83,1218.623,100.5285,3.524901,0.335819,1.04502,2.149036,1.409118,1.071425,0.605017,10.51765,1.389785,0.019346,0.457488,0.001126,0.012889,0.001645,-0.999,0.000095
191.85001,1218.543,104.106,3.405838,0.397854,1.226333,2.517293,1.5032,0.910213,0.731911,11.020467,1.897423,0.022315,0.827737,0.001319,0.015513,0.002096,-0.999,0.000115
191.87,1218.463,106.825,3.188211,0.380786,1.321831,2.389528,1.598049,1.399673,1.104095,12.2189,3.083637,0.035952,0.977795,0.002089,0.02379,0.00255,-0.999,0.000111
191.89,1218.383,109.823333,2.834182,0.356619,1.321693,2.224312,1.679784,2.566463,1.708807,14.0234,4.621997,0.05613,0.908941,0.003835,0.03623,0.003021,-0.999,0.000194
191.91,1218.303,118.239,2.436387,0.368292,1.280391,2.755648,1.72937,4.914093,2.66845,17.7032,7.20281,0.080002,1.397645,0.007476,0.052996,0.003819,-0.999,0.000282
191.92999,1218.224,125.409,2.178044,0.321916,1.224938,2.265389,1.835615,8.88071,3.68525,21.304499,9.902947,0.091907,1.604915,0.007524,0.065727,0.004401,-0.999,0.000328
191.95,1218.144,130.434442,2.274295,0.270111,1.103385,1.818221,1.906751,14.904666,4.498717,22.699291,11.3031,0.104846,1.847383,0.007083,0.08203,0.005264,-0.999,0.000404
191.97,1218.064,136.313,2.540068,0.260419,0.899199,1.444824,1.897713,19.584466,4.83706,21.079634,10.527707,0.109049,2.941012,0.008435,0.087064,0.00611,-0.999,0.00043
191.99001,1217.982,135.456,2.722641,0.308577,0.748945,1.159599,1.848034,19.87135,4.51555,16.802851,7.706005,0.100803,3.445467,0.015331,0.077774,0.006128,-0.999,0.000411
